,MaritalStatus,NumberOfChildren,NumberOfYoungChildren,Minority,Debts,Income,Education,LegalKnowledge,InvolvedInLegalDispute,ExperienceWithCourtProceedings,CourtProceedingsSatisfaction,ExperienceWithMediation,MediationSatisfaction,ExperienceWithArbitration,ArbitrationSatisfaction,BF2,BF3,BF4,BF6,BF10,BF14,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Student status,Employment status,STNumber,Privacy,PublicVindication,NeutralOpinion,MinimizeCosts,MaintainImproveRelationship,CreativeSolution,ShiftResponsibility,Classification,StrengthPosition,Feelings_anger,Feelings_hate,Feelings_stress,Feelings_sadness,Feelings_indifference,Feelings_frustration,Feelings_confusion,Feelings_happiness,Feelings_fear,Decision
101,1,1,1,0,1,1,4,2,1,1,2,1,2,0,0,2,4,3,4,2,3,0,0,0,0,1,1,0,1,1,0,1,4,38,16,32,0,1,7,2,2,3,5,4,3,3,3,0,0,0,0,1,0,1,0,0,0,3
102,1,1,1,0,1,1,4,2,0,0,0,0,0,0,0,1,5,3,3,1,2,0,1,0,0,0,1,0,1,0,0,1,4,23,11,18,0,1,3,4,2,3,2,3,4,5,4,0,1,0,0,0,0,0,0,0,0,1
103,1,1,1,0,1,1,4,2,0,0,0,0,0,0,0,1,5,3,3,1,2,0,1,0,0,0,1,0,1,0,0,1,4,23,11,18,0,1,1,5,1,2,4,5,3,3,0,0,0,0,1,0,0,1,0,0,0,3
104,1,1,1,0,1,1,4,2,0,0,0,0,0,0,0,1,5,3,3,1,2,0,1,0,0,0,1,0,1,0,0,1,4,23,11,18,0,1,9,5,2,3,4,4,3,3,4,1,1,0,0,0,0,1,0,0,0,0
105,3,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,3,4,4,4,3,0,1,0,0,1,0,0,1,0,0,0,4,46,19,39,0,5,9,3,3,4,4,3,4,3,0,0,1,1,1,0,0,1,0,0,1,3
106,3,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,3,4,4,4,3,0,1,0,0,1,0,0,1,0,0,0,4,46,19,39,0,5,5,3,3,4,5,5,2,3,3,0,0,0,1,1,0,1,1,0,0,4
107,3,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,3,4,4,4,3,0,1,0,0,1,0,0,1,0,0,0,4,46,19,39,0,5,6,3,4,4,5,2,3,3,4,0,1,0,1,0,0,1,0,0,0,0
108,3,0,0,0,1,1,0,0,1,1,3,0,0,0,0,4,2,2,3,2,4,0,1,0,1,0,1,0,0,0,0,0,4,38,16,32,1,5,10,4,4,3,2,3,2,4,2,1,0,0,0,0,0,1,0,0,0,0
109,3,0,0,0,1,1,0,0,1,1,3,0,0,0,0,4,2,2,3,2,4,0,1,0,1,0,1,0,0,0,0,0,4,38,16,32,1,5,9,4,2,4,2,4,3,3,0,1,0,0,0,0,0,0,1,0,0,1
110,3,0,0,0,1,1,0,0,1,1,3,0,0,0,0,4,2,2,3,2,4,0,1,0,1,0,1,0,0,0,0,0,4,38,16,32,1,5,7,4,2,2,5,4,3,2,3,0,0,0,0,1,0,0,0,0,0,4
111,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,5,2,1,5,4,5,1,0,0,1,0,1,1,1,0,1,1,4,38,16,32,0,5,9,1,4,3,5,5,3,3,4,0,1,1,1,1,0,1,0,0,1,1
112,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,5,2,1,5,4,5,1,0,0,1,0,1,1,1,0,1,1,4,38,16,32,0,5,4,2,5,4,5,1,1,2,0,1,1,0,1,1,0,1,1,0,1,3
113,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,5,2,1,5,4,5,1,0,0,1,0,1,1,1,0,1,1,4,38,16,32,0,5,2,4,3,5,4,1,1,4,4,1,1,1,1,1,0,1,0,0,1,5
114,3,1,1,0,2,0,0,2,0,0,0,0,0,0,0,2,4,4,4,4,3,0,1,1,0,1,1,0,1,0,0,1,4,55,22,48,0,1,2,2,4,5,5,2,1,1,0,0,1,0,1,0,0,1,0,0,1,5
115,3,1,1,0,2,0,0,2,0,0,0,0,0,0,0,2,4,4,4,4,3,0,1,1,0,1,1,0,1,0,0,1,4,55,22,48,0,1,6,1,5,5,5,1,1,2,4,0,1,1,0,0,0,1,0,0,0,1
116,3,1,1,0,2,0,0,2,0,0,0,0,0,0,0,2,4,4,4,4,3,0,1,1,0,1,1,0,1,0,0,1,4,55,22,48,0,1,10,4,5,5,5,1,1,2,4,0,1,1,1,1,0,1,1,0,1,0
117,1,4,4,0,1,1,0,2,0,0,0,0,0,0,0,1,5,4,3,2,1,0,1,0,1,1,0,0,1,0,0,1,4,55,22,48,0,4,3,2,1,3,4,1,3,3,4,0,1,0,0,0,0,1,0,0,0,3
118,1,4,4,0,1,1,0,2,0,0,0,0,0,0,0,1,5,4,3,2,1,0,1,0,1,1,0,0,1,0,0,1,4,55,22,48,0,4,4,1,2,3,4,2,4,3,0,0,1,0,0,0,0,1,0,0,0,4
119,1,4,4,0,1,1,0,2,0,0,0,0,0,0,0,1,5,4,3,2,1,0,1,0,1,1,0,0,1,0,0,1,4,55,22,48,0,4,2,2,3,3,4,2,4,4,1,1,1,0,1,1,0,1,1,0,0,5
120,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,3,3,3,3,3,2,1,0,1,1,1,0,0,0,1,1,0,4,55,22,48,0,1,2,1,1,1,5,1,1,5,1,1,1,0,1,0,0,0,1,0,1,5
121,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,3,3,3,3,3,2,1,0,1,1,1,0,0,0,1,1,0,4,55,22,48,0,1,3,1,5,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
122,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,3,3,3,3,3,2,1,0,1,1,1,0,0,0,1,1,0,4,55,22,48,0,1,7,1,5,1,5,5,1,5,1,0,1,1,1,0,0,1,0,0,0,0
123,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,3,4,4,2,2,3,0,0,0,0,0,1,0,0,0,1,0,4,55,22,48,0,1,3,3,4,3,4,2,2,3,0,1,1,0,1,0,0,1,0,0,1,5
124,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,3,4,4,2,2,3,0,0,0,0,0,1,0,0,0,1,0,4,55,22,48,0,1,5,2,4,2,5,4,3,3,0,0,1,0,1,1,0,0,0,0,1,3
125,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,3,4,4,2,2,3,0,0,0,0,0,1,0,0,0,1,0,4,55,22,48,0,1,6,1,4,3,3,1,2,4,3,1,1,0,1,0,0,1,0,0,0,1
126,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,5,4,2,3,0,1,0,1,0,1,0,0,1,1,0,4,2,0,0,0,1,3,1,5,3,1,1,4,1,4,1,1,0,1,0,0,1,1,0,0,4
127,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,5,4,2,3,0,1,0,1,0,1,0,0,1,1,0,4,2,0,0,0,1,2,5,1,5,5,2,4,1,1,1,1,1,1,1,0,1,0,0,0,1
128,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,5,4,2,3,0,1,0,1,0,1,0,0,1,1,0,4,2,0,0,0,1,5,4,1,1,5,5,1,1,3,0,1,0,0,1,0,0,0,0,0,2
129,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,1,3,3,2,3,0,1,0,0,0,0,0,1,0,1,0,4,38,16,32,1,0,5,4,3,5,4,4,3,3,0,0,0,0,1,1,0,1,0,0,0,1
130,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,1,3,3,2,3,0,1,0,0,0,0,0,1,0,1,0,4,38,16,32,1,0,4,4,3,3,4,1,4,3,0,0,0,0,1,0,0,0,0,0,1,3
131,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,4,1,3,3,2,3,0,1,0,0,0,0,0,1,0,1,0,4,38,16,32,1,0,1,4,4,3,4,5,4,3,0,1,0,0,1,1,0,1,0,0,0,3
132,1,0,0,1,2,2,4,1,0,0,0,0,0,0,0,4,3,2,4,1,3,0,0,0,1,0,1,0,1,0,1,0,4,11,20,8,1,5,2,2,2,3,4,3,4,3,4,1,1,0,1,0,0,1,0,0,0,3
133,1,0,0,1,2,2,4,1,0,0,0,0,0,0,0,4,3,2,4,1,3,0,0,0,1,0,1,0,1,0,1,0,4,11,20,8,1,5,1,4,5,2,3,1,2,3,0,0,0,0,1,0,0,1,1,0,0,4
134,1,0,0,1,2,2,4,1,0,0,0,0,0,0,0,4,3,2,4,1,3,0,0,0,1,0,1,0,1,0,1,0,4,11,20,8,1,5,7,2,5,4,5,3,3,3,4,1,1,0,0,0,0,1,0,0,0,0
135,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,5,5,2,1,1,0,1,1,0,0,1,1,1,0,1,0,4,55,22,48,0,1,7,3,2,4,4,5,2,3,4,0,0,0,0,0,0,1,0,0,0,4
136,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,5,5,2,1,1,0,1,1,0,0,1,1,1,0,1,0,4,55,22,48,0,1,1,3,2,3,5,5,4,3,3,0,0,0,0,1,0,0,0,0,0,2
137,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,5,5,2,1,1,0,1,1,0,0,1,1,1,0,1,0,4,55,22,48,0,1,3,5,4,5,4,3,2,4,4,0,1,0,0,0,0,0,0,0,0,1
138,3,0,0,0,2,1,0,2,0,0,0,0,0,0,0,4,3,4,2,1,2,0,1,0,1,1,0,0,1,0,0,0,4,2,0,0,0,4,8,4,2,5,4,1,4,4,4,1,0,0,0,0,0,1,1,0,0,3
139,3,0,0,0,2,1,0,2,0,0,0,0,0,0,0,4,3,4,2,1,2,0,1,0,1,1,0,0,1,0,0,0,4,2,0,0,0,4,3,3,5,3,1,3,2,3,0,0,1,0,1,0,0,1,0,0,0,0
140,3,0,0,0,2,1,0,2,0,0,0,0,0,0,0,4,3,4,2,1,2,0,1,0,1,1,0,0,1,0,0,0,4,2,0,0,0,4,9,3,2,3,3,4,2,4,0,0,1,0,0,0,0,0,0,0,0,4
141,1,1,1,0,1,1,4,1,0,0,0,0,0,0,0,1,4,4,3,1,2,0,1,0,1,0,1,0,1,0,1,0,4,38,16,32,1,1,2,2,4,4,5,4,5,4,4,1,1,0,1,0,0,1,1,0,0,3
142,1,1,1,0,1,1,4,1,0,0,0,0,0,0,0,1,4,4,3,1,2,0,1,0,1,0,1,0,1,0,1,0,4,38,16,32,1,1,4,3,3,5,5,4,4,4,4,0,0,0,1,0,0,1,1,0,0,1
143,1,1,1,0,1,1,4,1,0,0,0,0,0,0,0,1,4,4,3,1,2,0,1,0,1,0,1,0,1,0,1,0,4,38,16,32,1,1,6,2,4,4,3,4,4,4,1,0,1,0,1,1,0,0,1,0,0,0
144,3,0,0,1,2,1,4,2,1,1,2,0,0,0,0,4,4,3,5,3,4,0,1,0,1,0,1,1,1,0,0,1,3,55,22,48,1,5,9,3,3,4,5,4,4,1,0,0,0,0,0,0,0,1,0,0,0,4
145,3,0,0,1,2,1,4,2,1,1,2,0,0,0,0,4,4,3,5,3,4,0,1,0,1,0,1,1,1,0,0,1,3,55,22,48,1,5,6,4,4,5,3,1,1,5,4,0,0,0,0,0,0,1,0,0,0,5
146,3,0,0,1,2,1,4,2,1,1,2,0,0,0,0,4,4,3,5,3,4,0,1,0,1,0,1,1,1,0,0,1,3,55,22,48,1,5,7,5,1,1,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
147,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,3,2,5,1,2,0,1,0,1,0,1,0,1,0,1,1,4,18,8,12,0,1,1,3,4,4,5,4,2,3,0,0,1,0,0,0,0,1,0,0,0,5
148,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,3,2,5,1,2,0,1,0,1,0,1,0,1,0,1,1,4,18,8,12,0,1,4,3,3,4,4,2,2,3,0,0,1,0,1,0,0,1,0,0,0,4
149,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,3,2,5,1,2,0,1,0,1,0,1,0,1,0,1,1,4,18,8,12,0,1,5,2,2,3,4,4,1,3,0,1,1,0,0,0,0,1,0,0,0,2
150,1,0,0,0,2,1,4,2,1,0,0,0,0,0,0,3,4,5,2,4,5,0,1,1,1,0,1,0,1,0,0,1,4,39,17,33,0,1,8,2,2,4,4,3,2,4,0,0,0,0,1,0,0,1,1,0,1,4
151,1,0,0,0,2,1,4,2,1,0,0,0,0,0,0,3,4,5,2,4,5,0,1,1,1,0,1,0,1,0,0,1,4,39,17,33,0,1,2,1,5,4,3,1,3,4,4,1,1,1,1,1,0,0,0,0,1,0
152,1,0,0,0,2,1,4,2,1,0,0,0,0,0,0,3,4,5,2,4,5,0,1,1,1,0,1,0,1,0,0,1,4,39,17,33,0,1,7,1,3,4,4,5,4,4,3,0,0,0,0,1,0,1,1,0,0,4
153,1,1,1,0,2,1,3,1,0,0,0,0,0,0,0,5,1,1,5,1,3,0,1,1,1,0,1,1,0,0,1,0,4,55,22,48,0,2,4,4,3,1,5,3,4,2,0,1,1,0,1,1,0,1,0,0,0,4
154,1,1,1,0,2,1,3,1,0,0,0,0,0,0,0,5,1,1,5,1,3,0,1,1,1,0,1,1,0,0,1,0,4,55,22,48,0,2,5,3,1,2,4,5,4,3,4,0,0,0,1,1,0,0,0,0,0,2
155,1,1,1,0,2,1,3,1,0,0,0,0,0,0,0,5,1,1,5,1,3,0,1,1,1,0,1,1,0,0,1,0,4,55,22,48,0,2,9,1,4,3,5,2,3,3,4,0,1,0,1,0,0,1,0,0,0,1
156,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,4,3,1,1,0,1,0,1,1,1,0,1,0,0,0,4,38,16,32,0,1,10,1,5,5,4,3,3,2,4,0,1,0,0,0,0,0,1,0,0,0
157,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,4,3,1,1,0,1,0,1,1,1,0,1,0,0,0,4,38,16,32,0,1,8,4,2,5,5,5,4,4,3,1,0,0,0,0,0,0,1,0,0,4
158,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,4,3,1,1,0,1,0,1,1,1,0,1,0,0,0,4,38,16,32,0,1,1,1,5,5,2,5,5,2,4,0,0,0,1,0,0,0,1,0,0,4
159,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,0,4,38,16,32,1,1,8,5,4,4,4,4,4,4,4,1,1,0,1,1,0,0,1,0,1,5
160,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,0,4,38,16,32,1,1,7,5,4,4,4,4,4,4,4,1,1,0,1,0,0,1,0,0,1,0
161,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,0,4,38,16,32,1,1,10,4,4,5,4,4,4,4,4,1,1,0,1,1,0,1,1,0,1,0
162,1,1,2,1,2,1,0,2,0,0,0,0,0,0,0,2,3,5,4,5,2,0,0,1,1,1,0,0,0,1,0,0,0,36,22,49,0,2,4,4,3,4,5,1,5,2,0,1,1,0,1,0,0,1,0,0,0,4
163,1,1,2,1,2,1,0,2,0,0,0,0,0,0,0,2,3,5,4,5,2,0,0,1,1,1,0,0,0,1,0,0,0,36,22,49,0,2,5,5,1,1,5,5,4,1,4,1,0,0,1,1,1,0,0,0,0,2
164,1,1,2,1,2,1,0,2,0,0,0,0,0,0,0,2,3,5,4,5,2,0,0,1,1,1,0,0,0,1,0,0,0,36,22,49,0,2,9,2,5,3,5,2,5,4,1,0,1,0,1,0,0,1,0,0,0,0
165,2,2,1,0,1,1,0,2,0,0,0,0,0,0,0,2,5,3,3,2,1,1,1,1,0,0,0,0,0,1,1,0,1,34,23,29,1,4,2,2,4,3,4,4,5,4,3,1,1,0,0,1,0,1,0,0,0,2
166,2,2,1,0,1,1,0,2,0,0,0,0,0,0,0,2,5,3,3,2,1,1,1,1,0,0,0,0,0,1,1,0,1,34,23,29,1,4,9,2,3,4,3,4,5,3,0,0,1,1,0,0,0,1,0,0,0,4
167,2,2,1,0,1,1,0,2,0,0,0,0,0,0,0,2,5,3,3,2,1,1,1,1,0,0,0,0,0,1,1,0,1,34,23,29,1,4,1,4,5,5,3,4,4,5,3,0,1,1,0,1,0,1,0,0,0,1
168,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,2,4,2,4,2,3,0,1,0,1,0,1,0,1,0,0,0,4,39,17,33,0,1,6,4,4,4,5,3,3,3,0,0,0,0,1,0,0,1,0,0,0,4
169,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,2,4,2,4,2,3,0,1,0,1,0,1,0,1,0,0,0,4,39,17,33,0,1,4,4,5,4,5,3,4,4,0,0,0,0,1,1,0,1,0,0,0,1
170,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,2,4,2,4,2,3,0,1,0,1,0,1,0,1,0,0,0,4,39,17,33,0,1,2,4,4,2,4,3,3,4,4,0,1,0,1,1,0,1,0,0,1,5
171,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,1,5,4,4,0,1,1,1,0,1,0,0,0,1,1,4,55,22,48,0,1,8,1,4,2,3,2,4,5,4,1,1,0,0,1,0,1,0,0,1,5
172,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,1,5,4,4,0,1,1,1,0,1,0,0,0,1,1,4,55,22,48,0,1,5,2,3,3,4,1,3,4,0,1,1,1,1,1,0,1,0,0,0,4
173,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,1,5,4,4,0,1,1,1,0,1,0,0,0,1,1,4,55,22,48,0,1,7,1,5,2,1,3,1,4,0,1,1,1,1,1,0,0,1,0,0,0
174,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,4,2,2,2,1,1,0,1,1,1,0,1,1,1,1,4,38,16,32,0,1,7,2,4,2,2,3,5,4,3,0,1,0,0,1,0,1,0,0,0,4
175,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,4,2,2,2,1,1,0,1,1,1,0,1,1,1,1,4,38,16,32,0,1,3,4,2,5,2,3,4,2,4,0,1,1,0,0,0,1,1,0,0,0
176,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,4,2,2,2,1,1,0,1,1,1,0,1,1,1,1,4,38,16,32,0,1,1,4,4,5,4,4,2,5,0,0,1,0,0,1,0,1,0,0,0,3
177,1,1,0,1,1,1,4,2,0,0,0,0,0,0,0,2,5,2,5,1,1,0,1,0,1,0,1,0,0,0,1,1,1,34,22,29,1,4,6,4,4,3,4,4,4,3,4,1,1,0,1,0,0,1,1,0,0,4
178,1,1,0,1,1,1,4,2,0,0,0,0,0,0,0,2,5,2,5,1,1,0,1,0,1,0,1,0,0,0,1,1,1,34,22,29,1,4,1,2,5,3,1,5,5,5,4,1,1,0,0,0,0,1,1,0,0,3
179,1,1,0,1,1,1,4,2,0,0,0,0,0,0,0,2,5,2,5,1,1,0,1,0,1,0,1,0,0,0,1,1,1,34,22,29,1,4,5,2,3,3,4,3,3,2,4,0,1,0,1,1,0,1,1,0,0,3
180,1,0,0,1,1,1,4,1,0,0,0,0,0,0,0,3,4,3,5,4,4,0,1,0,1,1,0,1,0,0,1,1,4,55,22,48,0,3,5,3,1,3,2,4,3,3,4,0,1,1,1,1,0,1,0,0,1,1
181,1,0,0,1,1,1,4,1,0,0,0,0,0,0,0,3,4,3,5,4,4,0,1,0,1,1,0,1,0,0,1,1,4,55,22,48,0,3,4,5,1,1,5,5,4,3,2,1,0,0,1,1,0,1,1,0,1,4
182,1,0,0,1,1,1,4,1,0,0,0,0,0,0,0,3,4,3,5,4,4,0,1,0,1,1,0,1,0,0,1,1,4,55,22,48,0,3,9,5,1,3,5,5,4,3,4,0,1,0,1,1,0,1,1,0,1,0
183,1,1,1,1,1,2,0,2,0,0,0,0,0,0,0,2,1,2,3,1,1,1,0,1,0,0,1,0,1,1,0,1,4,56,23,49,0,0,5,2,3,3,2,3,2,2,3,0,0,0,0,0,1,0,0,0,1,4
184,1,1,1,1,1,2,0,2,0,0,0,0,0,0,0,2,1,2,3,1,1,1,0,1,0,0,1,0,1,1,0,1,4,56,23,49,0,0,10,2,2,3,3,2,3,4,3,1,0,0,0,1,0,1,0,0,0,3
185,1,1,1,1,1,2,0,2,0,0,0,0,0,0,0,2,1,2,3,1,1,1,0,1,0,0,1,0,1,1,0,1,4,56,23,49,0,0,3,3,2,3,4,3,2,2,3,0,0,0,0,1,0,1,0,0,0,3
186,1,0,0,0,2,1,3,2,0,0,0,0,0,0,0,2,4,4,3,4,5,0,0,0,1,1,0,1,1,0,0,1,4,38,16,32,1,4,2,3,4,5,4,3,3,4,4,1,1,1,0,0,0,1,0,0,0,0
187,1,0,0,0,2,1,3,2,0,0,0,0,0,0,0,2,4,4,3,4,5,0,0,0,1,1,0,1,1,0,0,1,4,38,16,32,1,4,5,1,1,2,3,5,4,4,0,0,0,0,0,1,0,1,0,0,0,3
188,1,0,0,0,2,1,3,2,0,0,0,0,0,0,0,2,4,4,3,4,5,0,0,0,1,1,0,1,1,0,0,1,4,38,16,32,1,4,10,3,5,5,1,1,3,4,1,1,1,1,1,0,0,0,0,0,0,0
189,3,0,0,0,2,1,4,1,0,0,0,0,0,0,0,4,3,4,2,4,4,0,0,0,0,0,0,0,1,0,1,1,4,38,16,32,1,5,10,2,4,2,1,1,3,5,4,1,1,1,0,1,0,0,1,0,0,0
190,3,0,0,0,2,1,4,1,0,0,0,0,0,0,0,4,3,4,2,4,4,0,0,0,0,0,0,0,1,0,1,1,4,38,16,32,1,5,2,3,3,4,2,3,4,3,3,1,0,0,1,1,0,1,1,0,0,3
191,3,0,0,0,2,1,4,1,0,0,0,0,0,0,0,4,3,4,2,4,4,0,0,0,0,0,0,0,1,0,1,1,4,38,16,32,1,5,5,4,4,4,4,4,2,2,0,0,0,0,0,1,0,0,1,0,0,4
192,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,4,1,2,4,4,4,1,1,1,0,0,1,1,0,0,1,1,4,38,16,32,1,5,10,1,5,4,2,1,1,1,4,1,1,1,1,0,0,1,0,0,0,0
193,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,4,1,2,4,4,4,1,1,1,0,0,1,1,0,0,1,1,4,38,16,32,1,5,8,2,4,5,3,2,2,3,4,1,1,0,0,1,0,1,0,0,1,5
194,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,4,1,2,4,4,4,1,1,1,0,0,1,1,0,0,1,1,4,38,16,32,1,5,3,1,5,5,2,4,2,5,4,1,1,0,0,0,0,1,1,0,0,5
195,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,2,3,4,1,4,0,1,1,1,0,1,1,0,0,1,1,4,38,16,32,1,4,5,1,3,4,4,5,1,3,4,0,0,1,0,1,0,1,0,0,1,1
196,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,2,3,4,1,4,0,1,1,1,0,1,1,0,0,1,1,4,38,16,32,1,4,3,3,4,1,4,3,1,4,4,0,1,0,0,0,0,1,0,0,0,0
197,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,2,3,4,1,4,0,1,1,1,0,1,1,0,0,1,1,4,38,16,32,1,4,10,4,5,2,3,1,1,2,1,0,1,1,1,0,0,1,0,0,1,0
198,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,2,3,4,3,3,0,0,0,1,0,0,1,1,0,0,1,4,38,16,32,1,4,9,5,2,4,4,5,4,2,0,0,0,0,1,0,0,1,0,0,0,1
199,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,2,3,4,3,3,0,0,0,1,0,0,1,1,0,0,1,4,38,16,32,1,4,5,5,1,5,5,5,2,3,0,1,0,0,0,1,0,0,0,0,0,4
200,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,2,3,4,3,3,0,0,0,1,0,0,1,1,0,0,1,4,38,16,32,1,4,3,2,4,2,4,5,4,4,4,0,0,0,1,0,0,0,0,0,1,0
201,3,0,0,0,1,0,4,1,0,0,0,0,0,0,0,4,2,2,4,1,5,1,1,1,0,0,1,0,1,0,1,0,4,39,17,33,0,1,2,2,1,4,5,3,4,2,4,1,1,0,1,1,0,1,1,0,0,0
202,3,0,0,0,1,0,4,1,0,0,0,0,0,0,0,4,2,2,4,1,5,1,1,1,0,0,1,0,1,0,1,0,4,39,17,33,0,1,4,4,2,4,5,4,4,4,0,0,1,0,1,0,0,1,0,0,0,4
203,3,0,0,0,1,0,4,1,0,0,0,0,0,0,0,4,2,2,4,1,5,1,1,1,0,0,1,0,1,0,1,0,4,39,17,33,0,1,5,4,1,5,5,5,5,4,2,1,0,0,1,1,0,0,0,0,0,3
204,3,0,0,0,1,2,0,2,1,0,0,1,4,1,4,4,2,3,4,2,2,1,0,0,1,1,1,0,1,0,0,0,4,39,17,33,0,1,2,1,5,4,5,2,3,1,0,1,1,1,1,1,0,1,0,0,0,4
205,3,0,0,0,1,2,0,2,1,0,0,1,4,1,4,4,2,3,4,2,2,1,0,0,1,1,1,0,1,0,0,0,4,39,17,33,0,1,4,1,3,3,5,1,4,2,2,0,1,0,1,0,0,1,1,0,0,5
206,3,0,0,0,1,2,0,2,1,0,0,1,4,1,4,4,2,3,4,2,2,1,0,0,1,1,1,0,1,0,0,0,4,39,17,33,0,1,9,5,4,2,5,4,5,1,1,1,1,0,1,1,0,1,1,0,1,3
207,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,5,2,3,2,3,1,0,0,1,0,1,1,0,0,1,0,4,38,16,32,0,3,1,1,4,1,4,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0
208,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,5,2,3,2,3,1,0,0,1,0,1,1,0,0,1,0,4,38,16,32,0,3,4,1,1,1,1,1,1,1,4,0,1,0,0,1,0,0,1,0,0,0
209,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,5,2,3,2,3,1,0,0,1,0,1,1,0,0,1,0,4,38,16,32,0,3,3,4,1,3,1,1,4,3,4,0,0,0,0,0,1,0,1,0,0,4
210,3,0,0,1,1,2,4,1,0,0,0,0,0,0,0,5,2,2,5,3,4,1,1,0,1,0,1,0,1,0,0,0,4,46,19,39,0,2,5,4,2,4,5,5,3,2,0,0,1,0,1,1,0,1,0,0,1,3
211,3,0,0,1,1,2,4,1,0,0,0,0,0,0,0,5,2,2,5,3,4,1,1,0,1,0,1,0,1,0,0,0,4,46,19,39,0,2,10,2,5,3,4,1,3,3,0,1,1,1,1,1,0,1,0,0,1,5
212,3,0,0,1,1,2,4,1,0,0,0,0,0,0,0,5,2,2,5,3,4,1,1,0,1,0,1,0,1,0,0,0,4,46,19,39,0,2,9,3,3,4,3,2,3,4,4,0,1,1,1,0,0,1,0,0,0,1
213,1,1,3,0,0,1,0,2,0,0,0,0,0,0,0,4,3,3,3,2,4,0,0,0,1,0,0,0,1,0,1,0,4,55,22,48,0,1,3,3,4,3,5,4,3,3,4,0,1,0,1,0,1,1,0,0,0,4
214,1,1,3,0,0,1,0,2,0,0,0,0,0,0,0,4,3,3,3,2,4,0,0,0,1,0,0,0,1,0,1,0,4,55,22,48,0,1,4,3,4,2,5,3,3,2,4,0,0,0,1,0,0,1,0,0,0,4
215,1,1,3,0,0,1,0,2,0,0,0,0,0,0,0,4,3,3,3,2,4,0,0,0,1,0,0,0,1,0,1,0,4,55,22,48,0,1,2,3,3,4,5,2,4,4,4,1,1,0,1,0,0,0,0,0,0,5
